session_id,status,metric_reward,raw_trace,horizon_bucket,ts_start,ts_end,task,index_value
360,completed,1.0,12-0-360-1777499573/trace.json,SUCCESS,2026-04-29T21:47:08.589+00:00,2026-04-29T21:52:53.906+00:00,os-std-monitor-replan,12
359,completed,1.0,66-0-359-1777499661/trace.json,SUCCESS,2026-04-29T21:47:08.588+00:00,2026-04-29T21:54:21.019+00:00,os-std-monitor-replan,66
368,completed,1.0,101-0-368-1777499914/trace.json,SUCCESS,2026-04-29T21:54:21.042+00:00,2026-04-29T21:58:34.534+00:00,os-std-monitor-replan,101
373,completed,1.0,126-0-373-1777500342/trace.json,SUCCESS,2026-04-29T21:58:34.542+00:00,2026-04-29T22:05:42.302+00:00,os-std-monitor-replan,126
361,completed,1.0,121-0-361-1777500433/trace.json,SUCCESS,2026-04-29T21:47:08.589+00:00,2026-04-29T22:07:13.582+00:00,os-std-monitor-replan,121
379,completed,1.0,142-0-379-1777500647/trace.json,SUCCESS,2026-04-29T22:07:13.538+00:00,2026-04-29T22:10:47.629+00:00,os-std-monitor-replan,142
377,completed,1.0,35-0-377-1777500648/trace.json,SUCCESS,2026-04-29T22:03:13.217+00:00,2026-04-29T22:10:48.603+00:00,os-std-monitor-replan,35
390,completed,1.0,128-0-390-1777501233/trace.json,SUCCESS,2026-04-29T22:16:47.617+00:00,2026-04-29T22:20:33.949+00:00,os-std-monitor-replan,128
398,completed,1.0,122-0-398-1777501604/trace.json,SUCCESS,2026-04-29T22:22:40.514+00:00,2026-04-29T22:26:44.671+00:00,os-std-monitor-replan,122
400,completed,1.0,118-0-400-1777501604/trace.json,SUCCESS,2026-04-29T22:25:14.191+00:00,2026-04-29T22:26:44.700+00:00,os-std-monitor-replan,118
378,task limit reached,0.0,53-0-378-1777501913/trace.json,SYSTEM_ERROR,2026-04-29T22:05:42.313+00:00,2026-04-29T22:31:53.285+00:00,os-std-monitor-replan,53
410,completed,1.0,111-0-410-1777502460/trace.json,SUCCESS,2026-04-29T22:38:09.255+00:00,2026-04-29T22:41:00.195+00:00,os-std-monitor-replan,111
414,completed,1.0,106-0-414-1777502743/trace.json,SUCCESS,2026-04-29T22:40:47.780+00:00,2026-04-29T22:45:43.997+00:00,os-std-monitor-replan,106
408,completed,1.0,93-0-408-1777502773/trace.json,SUCCESS,2026-04-29T22:31:53.296+00:00,2026-04-29T22:46:13.202+00:00,os-std-monitor-replan,93
416,completed,1.0,50-0-416-1777503169/trace.json,SUCCESS,2026-04-29T22:42:26.191+00:00,2026-04-29T22:52:49.584+00:00,os-std-monitor-replan,50
424,completed,1.0,16-0-424-1777503323/trace.json,SUCCESS,2026-04-29T22:52:49.596+00:00,2026-04-29T22:55:23.208+00:00,os-std-monitor-replan,16
415,task limit reached,0.0,88-0-415-1777504374/trace.json,SYSTEM_ERROR,2026-04-29T22:41:00.199+00:00,2026-04-29T23:12:54.306+00:00,os-std-monitor-replan,88
439,completed,1.0,104-0-439-1777504420/trace.json,SUCCESS,2026-04-29T23:07:39.733+00:00,2026-04-29T23:13:40.116+00:00,os-std-monitor-replan,104
419,task limit reached,0.0,76-0-419-1777504476/trace.json,SYSTEM_ERROR,2026-04-29T22:46:13.218+00:00,2026-04-29T23:14:36.903+00:00,os-std-monitor-replan,76
446,completed,1.0,130-0-446-1777504704/trace.json,SUCCESS,2026-04-29T23:12:54.319+00:00,2026-04-29T23:18:24.312+00:00,os-std-monitor-replan,130
452,completed,1.0,18-0-452-1777505074/trace.json,SUCCESS,2026-04-29T23:14:36.917+00:00,2026-04-29T23:24:34.960+00:00,os-std-monitor-replan,18
465,completed,1.0,42-0-465-1777505412/trace.json,SUCCESS,2026-04-29T23:26:46.614+00:00,2026-04-29T23:30:12.735+00:00,os-std-monitor-replan,42
455,completed,1.0,108-0-455-1777505449/trace.json,SUCCESS,2026-04-29T23:18:24.323+00:00,2026-04-29T23:30:49.892+00:00,os-std-monitor-replan,108
469,completed,1.0,103-0-469-1777505462/trace.json,SUCCESS,2026-04-29T23:30:12.746+00:00,2026-04-29T23:31:02.713+00:00,os-std-monitor-replan,103
470,completed,1.0,46-0-470-1777505763/trace.json,SUCCESS,2026-04-29T23:30:49.901+00:00,2026-04-29T23:36:03.622+00:00,os-std-monitor-replan,46
478,completed,1.0,13-0-478-1777505797/trace.json,SUCCESS,2026-04-29T23:36:13.966+00:00,2026-04-29T23:36:37.473+00:00,os-std-monitor-replan,13
476,completed,1.0,119-0-476-1777505801/trace.json,SUCCESS,2026-04-29T23:34:32.827+00:00,2026-04-29T23:36:41.161+00:00,os-std-monitor-replan,119
477,completed,1.0,36-0-477-1777506025/trace.json,SUCCESS,2026-04-29T23:36:03.632+00:00,2026-04-29T23:40:25.849+00:00,os-std-monitor-replan,36
485,completed,1.0,14-0-485-1777506144/trace.json,SUCCESS,2026-04-29T23:40:42.333+00:00,2026-04-29T23:42:24.615+00:00,os-std-monitor-replan,14
484,completed,1.0,86-0-484-1777506325/trace.json,SUCCESS,2026-04-29T23:40:25.861+00:00,2026-04-29T23:45:25.906+00:00,os-std-monitor-replan,86
486,completed,1.0,100-0-486-1777506329/trace.json,SUCCESS,2026-04-29T23:40:42.387+00:00,2026-04-29T23:45:29.118+00:00,os-std-monitor-replan,100
493,completed,1.0,15-0-493-1777506783/trace.json,SUCCESS,2026-04-29T23:45:25.918+00:00,2026-04-29T23:53:03.879+00:00,os-std-monitor-replan,15
504,completed,1.0,107-0-504-1777507084/trace.json,SUCCESS,2026-04-29T23:53:03.884+00:00,2026-04-29T23:58:04.046+00:00,os-std-monitor-replan,107
